id,text,attitudes,comments,reposts
3919366083164076,@并存珍珍父兄神王 @三为糕饼蜜穴输赢 @Soul_GD-盐豆豆fj,0,0,0
3919366057968008,逝者安息,0,0,0
3917944834647463,西瓜的梦想。。。「viatango2010」,0,0,0
3917941563617018,#随手微信调戏冷兔#人生黑夜路漫漫，调戏绵绵无绝期！只需在微信里添加微信id：“lengtoo” 或者直接输入“冷兔”，就可以和冷兔对话啦。因为爱所以爱，大家调戏是真爱。微信在手，欢乐你有我有大家有~,0,0,0
3917938963027096,@單__眼皮-Bear,0,0,0
3917938946242737,@Blue丶油菜丶花 @三为糕饼蜜穴输赢 @煮菜惊风先手,0,0,0
3917938932895997,@旮旯靠近虫虫,0,0,0
3917938920306232,#123遇见NewTR#粉粉粉@旮旯靠近虫虫 @煮菜惊风先手 @單__眼皮-Bear,0,0,0
3917938899819486,大大的汉字“免税”以及左边牌子上的“合照OK”让我觉得国人足迹已经遍布全世界了,0,0,0
3917358801933142,好，你赢了,0,0,0
3917358798044322,"中国约啪好平台,约啪技术哪家强。不是蓝翔，是这里，良心约啪，服务大众，约约约约约约约约约约约约约约约约约+∨号：νａｄ３１1",0,0,0
3917358793845665,注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔 注意看鼻孔,0,0,0
3917358785141055,@命丧迷路,0,0,0
3917358768995870,@命丧迷路,0,0,0
3917358748339762,@夕__鸟心__灵语录 @来帮道临熟妇接缝 @难以应景混搭,0,0,0
3917358709891522,@夕__鸟心__灵语录,0,0,0
3917358693099144,,0,0,0
3913364905927982,【12星座只能擦肩而过的恋人】 白羊座：双鱼座。 金牛座：射手座。 双子座：摩羯座。 巨蟹座：水瓶座。 狮子座：巨蟹座。 处女座：白羊座。 天秤座：金牛座。 天蝎座：双子座。 射手座：天蝎座。 摩羯座：狮子座。 水瓶座：处女座。 双鱼座：天秤座,0,0,0
3913359365870720,南京！@爱铜锣烧的蓝胖子,0,0,0
3913359349465912,#学会感恩 与爱同行#感谢你们的陪伴！@来帮道临熟妇接缝 @Blue丶油菜丶花 @三为糕饼蜜穴输赢,0,0,0
3912624984842477,知道为什么我在你们面前笑点低吗！,0,0,0
3912624980549143,上学的一天就有蛋糕吃哈哈425万岁。我的愿望是你们都要健健康康的，快点找到你们的幸福。我爱你们,0,0,0
3912624972853409,@难以应景混搭 @Soul_GD-盐豆豆fj @煮菜惊风先手,0,0,0
3912624955372687,福州？@命丧迷路,0,0,0
3912624939000844,@煮菜惊风先手 @想飞之心3丶0 @难以应景混搭,0,0,0
3912624922160546,以后逼着小孩多看新闻不就好了 妥妥的,0,0,0
3911936699907128,偶然逛街偶遇男神??????edc陳冠希 激动啊激动啊,0,0,0
3911936695208673,[可爱霓娜]丑也想记录这些时光,0,0,0
3911936665828432,@命丧迷路,0,0,0
3911936649286777,@Blue丶油菜丶花 @三为糕饼蜜穴输赢 @煮菜惊风先手,0,0,0
3911936607800070,月球背面上的环形山也是一个建设望远镜的好场所。,0,0,0
3911081359709797,最孤单的事情不再是没人陪在你身边，而是没人住在你心里。因为太年轻，所以我们押注于爱情。有理由也好，没理由也罢，还是要爱。爱是身不由己，成熟注定是一个很痛的词。最好的辛苦是想你想到哭泣。最好的幸福是把一个人永远记在心里。,0,0,0
3911078590920857,你才是包子脸，你全家都是包子脸！！！,0,0,0
3911076296761158,第二张的笑容，我好像又看到当年的林枳了,0,0,0
3911076288479881,想要王大酱的酱酱赞我 快快了！！,0,0,0
3911076280312797,：#人大知识有奖竞答# 答：民主集中制。@旮旯靠近虫虫 @三为糕饼蜜穴输赢 @Soul_GD-盐豆豆fj,0,0,0
3911076234614739,@来帮道临熟妇接缝,0,0,0
3911076217834843,@命丧迷路 @防水奔月联运,0,0,0
3911076204579004,男神、我永远等你回来,0,0,0
3910187469243122,还记得是谁把你带上微博这条路的吗？,0,0,0
3910184701066496,兔兔，各种萌。怎么可以这么可爱,0,0,0
3910182356290027,@單__眼皮-Bear @来帮道临熟妇接缝 @想飞之心3丶0,0,0,0
3910182171605976,@来帮道临熟妇接缝 @三为糕饼蜜穴输赢 @單__眼皮-Bear,0,0,0
3910182134313729,#华晨宇死了都要爱#,0,0,0
3909390971147469,"语文老师说，如果你爱一个人，不是下课给人家买买水,不是短信发来发去,也不是周末一起出来唱唱歌聊聊天吃吃饭，而是做一个出色的人。以后的以后,可能还有别的人爱她。你要做的,是把别人都比下去。你要变得优秀,要比其他人都优秀。要相信，未来不止是未知，爱情能改变现实。我瞬间觉得我弱爆了！（转)",0,0,0
3909387699355845,“孩子胆小爱哭闹、很倔，怎么哄也哄不好。急死大人了，有的时候在公众场合，很尴尬的…”一位妈妈急盼回复。对于孩子的情绪训练，专家建议：可多练弹跳式触觉训练，如蹦床、袋鼠跳、羊角球、跳绳等。,0,0,0
3909385375598226,@夕__鸟心__灵语录 @旮旯靠近虫虫,0,0,0
3909385354766515,加wexin：sisi008008，女人必须得保养自己，美是女人一生的事业，没有丑女人，只有懒女人。想做素颜美女就快行动吧,0,0,0
3907919777219933,难以形容的心情，好似突然间灰飞烟灭，也许，爱一个人，就是在拨通电话时忽然不知道说什么好，原来只是想听听那熟悉的声音。,0,0,0
3907916254382770,我不能再颓废下去了。有同感的转,0,0,0
3907914693463523,卧槽白衬衫,0,0,0
3907914689563122,转发微博,0,0,0
3907914689265844,早安！！！！,0,0,0
3907914605983935,@并存珍珍父兄神王 @Blue丶油菜丶花 @来帮道临熟妇接缝,0,0,0
3907207332186360,糟糕的楼板质量和优质的乳胶漆。（某住户远游几日，回家发现楼上人家水管爆裂，结果自家天花板的乳胶漆兜住了楼上的瀑布）,0,0,0
3907202274623604,@Soul_GD-盐豆豆fj @并存珍珍父兄神王 @煮菜惊风先手,0,0,0
3907202253540719,@命丧迷路,0,0,0
3907202232148939,那都不是事！,0,0,0
3904742339973886,#狮子月话狮子#狮子座的男性都是气度不凡的人。没有光辉和宏伟的计划，就无法生存。狮子心胸开阔、远见卓识、有排除困难和驾驭形势的才能，人们很容易对他们产生敬佩之情。狮子座为人宽厚，感情强烈。对所爱的人，会竭尽全力地保护和照顾。他们喜欢用华贵的首饰打扮爱人，使她成为梦想的样子。,0,0,0
3904739068148214,对照一下你此刻的心情？是下面这样吗？！！,0,0,0
3904736845734416,@防水奔月联运,0,0,0
3904736825060961,@Soul_GD-盐豆豆fj,0,0,0
3904736787282347,澳大利亚 想去感受生活 体验 不要嘈杂 要安静。@难以应景混搭 @来帮道临熟妇接缝 @想飞之心3丶0,0,0,0
3904736761354733,@Soul_GD-盐豆豆fj @并存珍珍父兄神王 @命丧迷路,0,0,0
3904736732397957,健康健身，自我修炼！,0,0,0
3902681007080723,教您用打火机改装迷你摩托车~~很有趣噢！,0,0,0
3901460716570178,用积极的心态创造人生------再烦：也别忘记微笑；再急：也要注意语气；再苦：也别忘记坚持；再累：也要爱自己。并不是因为所爱就要拥有，而是拥有的一切都要好好去爱。不要失去自己优秀的品质：自制的力量、冷静的力量、始终充满希望和信心。记住，哲人无忧、智者常乐。,0,0,0
3901457948275700,【那些你不想承认的事情】1 学生时代结束了。2 就算是很多年不联系也依然想念着的人是存在的。3 好人有好报是句假话。4 做不了恋人就做陌生人原来是真的。5 爱说真话的人越来越少了。6 话越来越少，也越来越不爱笑了。7 哭是不需要理由的。8 能让我快乐的做个傻瓜的人越来越少了。,0,0,0
3901456274889961,@想飞之心3丶0,0,0,0
3901456250280447,@想飞之心3丶0,0,0,0
3901456233266779,@Soul_GD-盐豆豆fj @命丧迷路 @單__眼皮-Bear @旮旯靠近虫虫 @想飞之心3丶0,0,0,0
3901456182537428,哈哈哈好可爱的小脑袋,0,0,0
3900392678904634,1、生命不是一场赛跑，而是一次旅行。比赛在乎终点，而旅行在乎沿途风景。2、好心情才会有好风景，好眼光才会有好发现，好思考才会有好主意。3、安乐给人予舒适，却又给人予早逝；劳作给人予磨砺，却能给人予长久。4、人可以不美丽，但要健康；人可以不伟大，但要快乐；人可以不完美，但要追求。,0,0,0
3900390162478920,所有的人都会跌倒，伟大的人会再站起来。,0,0,0
3900387872499204,好漂亮,0,0,0
3900387851516675,@Soul_GD-盐豆豆fj @并存珍珍父兄神王 @命丧迷路,0,0,0
3900387814000784,好可爱的许老三[愛你],0,0,0
3899675201367500,挑选新鲜猪肉妙招：1．鉴别死猪肉，死猪肉一般放血不彻底，外观呈暗红色，肌肉间毛细血管中有紫色淤血。2．新鲜猪肉肉质紧密，富有弹性，皮薄。膘肥嫩、色雪白，且有光泽。瘦肉部分呈淡红色，有光泽，不发黏。不新鲜的内无光泽，肉色暗红，切面呈绿、灰色，肉质松软，无弹性，粘手，闻起来有难闻的气味,0,0,0
3899672181482844,女人爱说的5个谎话：1.给我讲讲你和她的故事，我不会生气的（讲完必须生气）2.老夫老妻了，不要什么情人节礼物了（不买你就完蛋了）3.我想我真的不适合你（我根本就不喜欢你）4.我暂时不想交男朋友（闪边啦！你还不到我择偶标准的一半）5.我心中牵挂着一个人（那个人是我专门为你这种人虚构的）,0,0,0
3899670046862226,@爱铜锣烧的蓝胖子,0,0,0
3899670025996229,辅助。。。因为不用补刀。。。还可以抢人头。。。,0,0,0
3898735005797998,距离，从不会分开两颗真正在乎彼此的心。,0,0,0
3898732489643677,这两天可够忙的！朋友们是聚了又散，散了又聚，吃吃喝喝可是够上火的。晚上回来给自己冲了杯韩国蜂蜜柚子茶，传说中有助消化，清热止咳，还能预防感冒，排毒养颜。总之是好处多多。,0,0,0
3898730161578312,@旮旯靠近虫虫 @想飞之心3丶0 @Soul_GD-盐豆豆fj,0,0,0
3898730145254894,@命丧迷路 @难以应景混搭 @旮旯靠近虫虫,0,0,0
3898730128467873,@Soul_GD-盐豆豆fj,0,0,0
3898730107368438,找到小编配的这首歌了：??? 泪之花,0,0,0
3896790946347300,【交往应注意的7种心理】 1、自卑心理—磨损你的个性 2、怯懦心理—深思熟虑都不敢表达 3、猜疑心理—无端猜疑，捕风捉影招人厌 4、逆反心理—爱抬杠来表现标新立异 5、作戏心理—表面文章，没有深情厚谊 6、贪财心理—互相利用，过河拆桥毁了自己 7、冷漠心理—态度孤傲，让人难以接近,0,0,0
